Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Carlton North,409 Station St,3,h,1670000,VB,Nelson,25/11/2017,3.5,3054,,,,,,,Melbourne City Council,,,Northern Metropolitan,3106
Carlton North,517 Station St,3,h,,S,McDonald,25/11/2017,3.5,3054,,,,,,,Melbourne City Council,,,Northern Metropolitan,3106
Carnegie,2/34 Madden Av,2,u,560000,S,Woodards,25/11/2017,10.1,3163,,,,,,,Glen Eira City Council,,,Southern Metropolitan,7822
Carnegie,3/7 Maroona Rd,3,t,730000,S,Gary,25/11/2017,10.1,3163,,,,,,,Glen Eira City Council,,,Southern Metropolitan,7822
Carnegie,5 Tranmere Av,4,h,,SP,Fletchers,25/11/2017,10.1,3163,,,,,,,Glen Eira City Council,,,Southern Metropolitan,7822
Caroline Springs,6 Burtt Av,4,h,740000,S,Barry,25/11/2017,14.8,3023,,,,,,,Melton City Council,,,Western Metropolitan,7719
Caroline Springs,31 Kororoit App,4,h,675000,S,YPA,25/11/2017,14.8,3023,,,,,,,Melton City Council,,,Western Metropolitan,7719
Caroline Springs,9 Parkside Cl,4,h,700000,PI,FN,25/11/2017,14.8,3023,,,,,,,Melton City Council,,,Western Metropolitan,7719
Caroline Springs,11 Tumbalong St,3,h,499000,S,Calder,25/11/2017,14.8,3023,,,,,,,Melton City Council,,,Western Metropolitan,7719
Carrum,1/89 McLeod Rd,2,u,,S,hockingstuart,25/11/2017,31.2,3197,,,,,,,Kingston City Council,,,South-Eastern Metropolitan,1989
Carrum Downs,37 Hillview Dr,3,h,580000,PI,O'Brien,25/11/2017,34.9,3201,,,,,,,Frankston City Council,,,South-Eastern Metropolitan,8060
Caulfield South,4/38 Alder St,1,u,348000,S,Rodney,25/11/2017,8.7,3162,,,,,,,Glen Eira City Council,,,Southern Metropolitan,5051
Caulfield South,4/1012 Glen Huntly Rd,2,u,620000,S,Gary,25/11/2017,8.7,3162,,,,,,,Glen Eira City Council,,,Southern Metropolitan,5051
Caulfield South,344 Kooyong Rd,3,h,,PI,hockingstuart,25/11/2017,8.7,3162,,,,,,,Glen Eira City Council,,,Southern Metropolitan,5051
Caulfield South,160 Sycamore St,3,h,1450000,S,Gary,25/11/2017,8.7,3162,,,,,,,Glen Eira City Council,,,Southern Metropolitan,5051
Chadstone,10 Evans St,4,h,1221000,S,Buxton,25/11/2017,11.7,3148,,,,,,,Monash City Council,,,Southern Metropolitan,3582
Chadstone,30b Margot St,4,h,1472000,S,Buxton,25/11/2017,11.7,3148,,,,,,,Monash City Council,,,Southern Metropolitan,3582
Chadstone,12 Mawarra Cr,3,h,1080000,S,Buxton,25/11/2017,11.7,3148,,,,,,,Monash City Council,,,Southern Metropolitan,3582
Chadstone,4 Moorong St,3,h,,S,Buxton,25/11/2017,11.7,3148,,,,,,,Monash City Council,,,Southern Metropolitan,3582
Chelsea,1/33 Chelsea Rd,3,t,660000,S,Eview,25/11/2017,27,3196,,,,,,,Kingston City Council,,,South-Eastern Metropolitan,3906
Chelsea,351 Station St,3,h,958000,S,hockingstuart,25/11/2017,27,3196,,,,,,,Kingston City Council,,,South-Eastern Metropolitan,3906
Cheltenham,2/31 Cavanagh St,2,u,740000,S,hockingstuart,25/11/2017,17.9,3192,,,,,,,Bayside City Council,,,Southern Metropolitan,9758
Cheltenham,4 Charnwood La,3,u,755000,S,Pride,25/11/2017,17.9,3192,,,,,,,Bayside City Council,,,Southern Metropolitan,9758
Cheltenham,21 Nancy St,4,h,990000,S,hockingstuart,25/11/2017,17.9,3192,,,,,,,Bayside City Council,,,Southern Metropolitan,9758
Cheltenham,59 Oak Av,4,h,,SP,Barry,25/11/2017,17.9,3192,,,,,,,Bayside City Council,,,Southern Metropolitan,9758
Cheltenham,79 Weatherall Rd,4,h,1295000,S,Obrien,25/11/2017,17.9,3192,,,,,,,Bayside City Council,,,Southern Metropolitan,9758
Cheltenham,20 Wembley Av,5,h,,S,Hodges,25/11/2017,17.9,3192,,,,,,,Bayside City Council,,,Southern Metropolitan,9758
Chirnside Park,75 Chirnside Dr,4,h,750000,VB,Jellis,25/11/2017,27.1,3116,,,,,,,Yarra Ranges Shire Council,,,Eastern Victoria,3789
Clarinda,20 Wandoo Av,3,h,,VB,Buxton,25/11/2017,17.5,3169,,,,,,,Kingston City Council,,,South-Eastern Metropolitan,2727
Clayton,77 Fulton St,3,h,1050000,PI,Buxton,25/11/2017,16.7,3168,,,,,,,Monash City Council,,,South-Eastern Metropolitan,5837
Clayton,1 Glenbrook Av,4,h,1445000,S,Harcourts,25/11/2017,16.7,3168,,,,,,,Monash City Council,,,South-Eastern Metropolitan,5837
Clayton,1/35 Jaguar Dr,3,u,736000,S,Fletchers,25/11/2017,16.7,3168,,,,,,,Monash City Council,,,South-Eastern Metropolitan,5837
Clayton,2/3 Manatunga St,3,u,890000,SP,Fletchers,25/11/2017,16.7,3168,,,,,,,Monash City Council,,,South-Eastern Metropolitan,5837
Clayton,3/37 Margaret St,2,t,,PI,Buxton,25/11/2017,16.7,3168,,,,,,,Monash City Council,,,South-Eastern Metropolitan,5837
Clifton Hill,106 Noone St,3,h,870000,S,Jellis,25/11/2017,3.6,3068,,,,,,,Yarra City Council,,,Northern Metropolitan,2954
Clifton Hill,73 Roseneath St,2,h,,VB,Noel,25/11/2017,3.6,3068,,,,,,,Yarra City Council,,,Northern Metropolitan,2954
Coburg,56 Barrow St,3,h,830000,S,Peter,25/11/2017,6.7,3058,,,,,,,Darebin City Council,,,Northern Metropolitan,11204
Coburg,3/31 Bruce St,3,t,,PI,Ray,25/11/2017,6.7,3058,,,,,,,Darebin City Council,,,Northern Metropolitan,11204
Coburg,1/22 Florence St,3,h,1240000,VB,Jellis,25/11/2017,6.7,3058,,,,,,,Darebin City Council,,,Northern Metropolitan,11204
Coburg,3 Glencairn Av,3,h,1170000,SP,Brad,25/11/2017,6.7,3058,,,,,,,Darebin City Council,,,Northern Metropolitan,11204
Coburg,4 Higinbotham St,3,h,,PN,Peter,25/11/2017,6.7,3058,,,,,,,Darebin City Council,,,Northern Metropolitan,11204
Coburg,6/2 Hudson St,3,t,621000,S,Nelson,25/11/2017,6.7,3058,,,,,,,Darebin City Council,,,Northern Metropolitan,11204
Coburg,3/1 Manna Gum Ct,3,h,,SP,Rendina,25/11/2017,6.7,3058,,,,,,,Darebin City Council,,,Northern Metropolitan,11204
Coburg,11 Ryan St,3,h,,S,Woodards,25/11/2017,6.7,3058,,,,,,,Darebin City Council,,,Northern Metropolitan,11204
Coburg,22 Spring St,2,h,870000,S,Nelson,25/11/2017,6.7,3058,,,,,,,Darebin City Council,,,Northern Metropolitan,11204
Coburg,171 The Avenue,3,h,1100000,PI,Barry,25/11/2017,6.7,3058,,,,,,,Darebin City Council,,,Northern Metropolitan,11204
Coburg,3/78 The Grove,2,u,460000,VB,Brad,25/11/2017,6.7,3058,,,,,,,Darebin City Council,,,Northern Metropolitan,11204
Coburg,25 Webb St,3,h,1155000,S,Barry,25/11/2017,6.7,3058,,,,,,,Darebin City Council,,,Northern Metropolitan,11204
Coburg North,1/29 Arthur St,3,t,672500,S,RW,25/11/2017,6.7,3058,,,,,,,Darebin City Council,,,Northern Metropolitan,3445
Coburg North,181 Elizabeth St,5,h,,PI,Iconek,25/11/2017,6.7,3058,,,,,,,Darebin City Council,,,Northern Metropolitan,3445
Coburg North,13 Pallett St,3,h,750000,PI,Re,25/11/2017,6.7,3058,,,,,,,Darebin City Council,,,Northern Metropolitan,3445
Coburg North,20 Ronald St,3,h,800000,SP,hockingstuart,25/11/2017,6.7,3058,,,,,,,Darebin City Council,,,Northern Metropolitan,3445
Collingwood,13/76 Oxford St,2,u,888500,SP,Jellis,25/11/2017,2,3066,,,,,,,Yarra City Council,,,Northern Metropolitan,4553
Craigieburn,12 Lewisham Pl,3,h,525000,S,Barry,25/11/2017,20.6,3064,,,,,,,Hume City Council,,,Northern Metropolitan,15510
Craigieburn,45 Loudon Cct,3,h,480000,SP,LJ,25/11/2017,20.6,3064,,,,,,,Hume City Council,,,Northern Metropolitan,15510
Craigieburn,262A Waterview Bvd,3,h,482000,S,Nelson,25/11/2017,20.6,3064,,,,,,,Hume City Council,,,Northern Metropolitan,15510
Craigieburn,7 Wattletree St,4,h,652000,S,YPA,25/11/2017,20.6,3064,,,,,,,Hume City Council,,,Northern Metropolitan,15510
Cranbourne West,20 Elandra Wy,3,h,455000,SP,Munn,25/11/2017,34.7,3977,,,,,,,Casey City Council,,,South-Eastern Metropolitan,4939
Cremorne,110 Cremorne St,3,h,1315000,S,Biggin,25/11/2017,2.4,3121,,,,,,,Yarra City Council,,,Northern Metropolitan,1123
Cremorne,128 Gwynne St,2,h,1265500,S,Biggin,25/11/2017,2.4,3121,,,,,,,Yarra City Council,,,Northern Metropolitan,1123
Croydon,307 Dorset Rd,2,h,,PI,Barry,25/11/2017,23,3136,,,,,,,Maroondah City Council,,,Eastern Metropolitan,11925
Croydon,1/33 Jarvis Av,3,h,682000,S,hockingstuart,25/11/2017,23,3136,,,,,,,Maroondah City Council,,,Eastern Metropolitan,11925
Croydon,19 Marcus Rd,3,h,740000,S,Barry,25/11/2017,23,3136,,,,,,,Maroondah City Council,,,Eastern Metropolitan,11925
Croydon,32 Morgan Av,4,h,965000,S,McGrath,25/11/2017,23,3136,,,,,,,Maroondah City Council,,,Eastern Metropolitan,11925
Croydon North,34A Exeter Rd,3,t,,PI,McGrath,25/11/2017,23,3136,,,,,,,Maroondah City Council,,,Eastern Metropolitan,2985
Croydon North,39 Humber Rd,3,h,800000,PI,McGrath,25/11/2017,23,3136,,,,,,,Maroondah City Council,,,Eastern Metropolitan,2985
Croydon North,2A Primrose Rd,2,h,581000,S,Philip,25/11/2017,23,3136,,,,,,,Maroondah City Council,,,Eastern Metropolitan,2985
Croydon South,25 Central Av,4,h,1010000,S,Philip,25/11/2017,23,3136,,,,,,,Maroondah City Council,,,Eastern Metropolitan,1863
Dallas,471 Barry Rd,3,h,,SP,RW,25/11/2017,14,3047,,,,,,,Hume City Council,,,Northern Metropolitan,2246
Dallas,47 Inverloch Cr,3,h,485000,SP,Stockdale,25/11/2017,14,3047,,,,,,,Hume City Council,,,Northern Metropolitan,2246
Dallas,202 Railway Cr,3,h,475000,S,YPA,25/11/2017,14,3047,,,,,,,Hume City Council,,,Northern Metropolitan,2246
Dandenong,4/53 James St,2,u,334000,S,Stockdale,25/11/2017,24.7,3175,,,,,,,Greater Dandenong City Council,,,South-Eastern Metropolitan,10894
Dandenong,3/1 Sheales St,2,u,460000,S,C21,25/11/2017,24.7,3175,,,,,,,Greater Dandenong City Council,,,South-Eastern Metropolitan,10894
Dandenong North,14 Downard Cr,3,h,668400,SP,Del,25/11/2017,24.7,3175,,,,,,,Greater Dandenong City Council,,,South-Eastern Metropolitan,8322
Dandenong North,20 Exell Dr,3,h,741000,S,Barry,25/11/2017,24.7,3175,,,,,,,Greater Dandenong City Council,,,South-Eastern Metropolitan,8322
Dandenong North,9 Pinewood Av,3,h,,SP,McLennan,25/11/2017,24.7,3175,,,,,,,Greater Dandenong City Council,,,South-Eastern Metropolitan,8322
Dandenong North,33 Sherwood Cr,4,h,718000,S,Stockdale,25/11/2017,24.7,3175,,,,,,,Greater Dandenong City Council,,,South-Eastern Metropolitan,8322
Darley,3 Daly Ct,3,h,380000,S,FN,25/11/2017,37.5,3340,,,,,,,Moorabool Shire Council,,,Western Victoria,2992
Deer Park,7 Amron Cl,4,h,620000,S,FN,25/11/2017,14.8,3023,,,,,,,Brimbank City Council,,,Western Metropolitan,6388
Deer Park,3 Deauville La,4,h,500000,SP,Biggin,25/11/2017,14.8,3023,,,,,,,Brimbank City Council,,,Western Metropolitan,6388
Deer Park,90 Hatchlands Dr,4,h,610000,S,Ray,25/11/2017,14.8,3023,,,,,,,Brimbank City Council,,,Western Metropolitan,6388
Derrimut,7 Rothesay Av,5,h,760000,SP,YPA,25/11/2017,14.7,3030,,,,,,,Brimbank City Council,,,Western Metropolitan,2276
Derrimut,8 Sinclair Grn,4,h,860000,PI,FN,25/11/2017,14.7,3030,,,,,,,Brimbank City Council,,,Western Metropolitan,2276
Diamond Creek,35 Chapman St,3,h,840000,S,Barry,25/11/2017,21.8,3089,,,,,,,Nillumbik Shire Council,,,Northern Victoria,4258
Diggers Rest,24 Precious Rd,3,h,,PI,Brad,25/11/2017,27.7,3427,,,,,,,Hume City Council,,,Western Metropolitan,1184
Dingley Village,1 Holmwood Brk,2,h,706000,S,Buxton,25/11/2017,22.2,3172,,,,,,,Kingston City Council,,,South-Eastern Metropolitan,3940
Doncaster,17 Arnold Gr,3,h,,PI,Jellis,25/11/2017,12.4,3108,,,,,,,Manningham City Council,,,Eastern Metropolitan,9028
Doncaster,16 Fairway Rd,4,h,1870000,PI,VICPROP,25/11/2017,12.4,3108,,,,,,,Manningham City Council,,,Eastern Metropolitan,9028
Doncaster,27 Fairway Rd,4,h,1358000,SP,RT,25/11/2017,12.4,3108,,,,,,,Manningham City Council,,,Eastern Metropolitan,9028
Doncaster,23 Marianne Wy,3,h,1290000,PI,Barry,25/11/2017,12.4,3108,,,,,,,Manningham City Council,,,Eastern Metropolitan,9028
Doncaster,53 McCallum Rd,4,h,2113500,S,Jellis,25/11/2017,12.4,3108,,,,,,,Manningham City Council,,,Eastern Metropolitan,9028
Doncaster,4a Myron Pl,2,u,750000,PI,Barry,25/11/2017,12.4,3108,,,,,,,Manningham City Council,,,Eastern Metropolitan,9028
Doncaster,1/35 Norfolk Cct,3,u,786000,SA,Ray,25/11/2017,12.4,3108,,,,,,,Manningham City Council,,,Eastern Metropolitan,9028
Doncaster,13 Soderlund Dr,4,h,1400000,S,Barry,25/11/2017,12.4,3108,,,,,,,Manningham City Council,,,Eastern Metropolitan,9028
Doncaster,10 Turana St,4,h,,PI,Philip,25/11/2017,12.4,3108,,,,,,,Manningham City Council,,,Eastern Metropolitan,9028
Doncaster,73 Wilsons Rd,4,h,1150000,PI,Barry,25/11/2017,12.4,3108,,,,,,,Manningham City Council,,,Eastern Metropolitan,9028
Doncaster East,39A Brindy Cr,3,t,940000,PI,Barry,25/11/2017,14.3,3109,,,,,,,Manningham City Council,,,Eastern Metropolitan,10999
Doncaster East,24 Capricorn Av,4,h,1310000,VB,Fletchers,25/11/2017,14.3,3109,,,,,,,Manningham City Council,,,Eastern Metropolitan,10999
Doncaster East,4/29 Cavalier St,2,h,660000,SA,Ray,25/11/2017,14.3,3109,,,,,,,Manningham City Council,,,Eastern Metropolitan,10999
Doncaster East,20 Major St,4,h,1563000,S,Barry,25/11/2017,14.3,3109,,,,,,,Manningham City Council,,,Eastern Metropolitan,10999
Doncaster East,1/60 Morna Rd,3,u,950000,S,Fletchers,25/11/2017,14.3,3109,,,,,,,Manningham City Council,,,Eastern Metropolitan,10999
Doncaster East,12 Newlands Cr,4,h,1400000,PI,Jellis,25/11/2017,14.3,3109,,,,,,,Manningham City Council,,,Eastern Metropolitan,10999
Donvale,14 Baradine Tce,5,h,1500000,S,Jellis,25/11/2017,16.1,3111,,,,,,,Manningham City Council,,,Eastern Metropolitan,4790
Doreen,50 Warrawong Cct,3,h,,SS,Ray,25/11/2017,25.9,3754,,,,,,,Nillumbik Shire Council,,,Northern Victoria,7254
Doveton,1 Laburnum Gr,3,h,,PN,Mindacom,25/11/2017,28.8,3177,,,,,,,Casey City Council,,,South-Eastern Metropolitan,3533
Eaglemont,35 Ormond Rd,4,h,,S,Nelson,25/11/2017,8.9,3084,,,,,,,Banyule City Council,,,Eastern Metropolitan,1651
East Melbourne,17/129 Grey St,1,u,,SN,Caine,25/11/2017,1.3,3002,,,,,,,Melbourne City Council,,,Northern Metropolitan,3040
East Melbourne,12 Hotham St,2,h,,SP,Marshall,25/11/2017,1.3,3002,,,,,,,Melbourne City Council,,,Northern Metropolitan,3040
Edithvale,3/223 Nepean Hwy,3,t,900000,S,hockingstuart,25/11/2017,27,3196,,,,,,,Kingston City Council,,,South-Eastern Metropolitan,2546
Edithvale,1/49 Northcliffe Rd,3,h,835000,SP,Eview,25/11/2017,27,3196,,,,,,,Kingston City Council,,,South-Eastern Metropolitan,2546
Edithvale,2/29 Vincent St,3,t,782000,S,Property,25/11/2017,27,3196,,,,,,,Kingston City Council,,,South-Eastern Metropolitan,2546
Elsternwick,7 Alexandra Av,3,h,,SN,Biggin,25/11/2017,7.2,3185,3,2,1,,,,Glen Eira City Council,-37.8885,145.0028,Southern Metropolitan,4898
Elsternwick,41 Bertram St,3,h,2140000,S,Biggin,25/11/2017,7.2,3185,3,2,2,650,255,1900,Glen Eira City Council,-37.8942,145.0098,Southern Metropolitan,4898
Elsternwick,4/28 Clarence St,3,u,631000,PI,Gary,25/11/2017,7.2,3185,,,,,,,Glen Eira City Council,,,Southern Metropolitan,4898
Elsternwick,4/2 Gordon St,2,u,595000,S,Biggin,25/11/2017,7.2,3185,,,,,,,Glen Eira City Council,,,Southern Metropolitan,4898
Elsternwick,5/36 Parnell St,2,u,834000,S,Biggin,25/11/2017,7.2,3185,,,,,,,Glen Eira City Council,,,Southern Metropolitan,4898
Eltham,212 Bolton St,5,h,915000,S,Barry,25/11/2017,18,3095,5,1,,967,,,Banyule City Council,-37.7247,145.1364,Eastern Metropolitan,6990
Eltham,9 Dandallo Dr,4,h,985000,S,Fletchers,25/11/2017,18,3095,4,2,2,870,198,1982,Banyule City Council,-37.6961,145.1543,Eastern Metropolitan,6990
Eltham,4 Landscape Ct,4,h,1525000,S,Fletchers,25/11/2017,18,3095,,,,,,,Banyule City Council,,,Eastern Metropolitan,6990
Eltham,9 Regina Ct,5,h,955000,PI,Buckingham,25/11/2017,18,3095,5,2,2,1082,240,1980,Banyule City Council,-37.6956,145.1609,Eastern Metropolitan,6990
Eltham,45 Stanley Av,5,h,1500000,PI,Morrison,25/11/2017,18,3095,5,4,2,842,368,1950,Banyule City Council,-37.7084,145.1563,Eastern Metropolitan,6990
Eltham,18 Withers Wy,4,h,930000,SP,Buckingham,25/11/2017,18,3095,4,2,2,,209,1980,Banyule City Council,-37.7239,145.1391,Eastern Metropolitan,6990
Elwood,36 Byrne Av,4,h,,SP,RT,25/11/2017,7.2,3184,4,3,2,295,280,2000,Port Phillip City Council,-37.8846,144.9811,Southern Metropolitan,8989
Elwood,18 Kendall St,4,h,,S,Marshall,25/11/2017,7.2,3184,4,2,1,555,,,Port Phillip City Council,-37.8805,144.9925,Southern Metropolitan,8989
Elwood,36 Mitford St,5,h,2925000,PI,Chisholm,25/11/2017,7.2,3184,5,4,,,261,1910,Port Phillip City Council,-37.8736,144.9833,Southern Metropolitan,8989
Elwood,6/67 Shelley St,3,u,912000,S,Chisholm,25/11/2017,7.2,3184,,,,,,,Port Phillip City Council,,,Southern Metropolitan,8989
Endeavour Hills,5 Rola Cl,4,h,910000,SP,Del,25/11/2017,28.5,3802,4,2,2,,,1994,Casey City Council,-37.97,145.2762,South-Eastern Metropolitan,8443
Endeavour Hills,5 Wingate Ct,4,h,616000,S,O'Brien,25/11/2017,28.5,3802,4,2,2,612,,,Casey City Council,-37.9863,145.269,South-Eastern Metropolitan,8443
Epping,17 Baystone Rd,4,h,600000,S,Ray,25/11/2017,19.6,3076,4,2,2,534,,,Whittlesea City Council,-37.6479,145.0479,Northern Metropolitan,10926
Epping,13A Garth Pl,3,h,480200,SP,RW,25/11/2017,19.6,3076,3,2,1,209,98,2014,Whittlesea City Council,-37.6346,145.0386,Northern Metropolitan,10926
Epping,46 Pentland Dr,3,h,610000,S,hockingstuart,25/11/2017,19.6,3076,3,2,2,,162,1980,Whittlesea City Council,-37.6395,145.0437,Northern Metropolitan,10926
Epping,6 Vilcins Views,4,h,865000,S,hockingstuart,25/11/2017,19.6,3076,,,,,,,Whittlesea City Council,,,Northern Metropolitan,10926
Epping,15 Winchester Av,3,h,606000,S,Love,25/11/2017,19.6,3076,3,2,2,592,140,1979,Whittlesea City Council,-37.6439,145.0432,Northern Metropolitan,10926
Essendon,2/3 Ballater St,2,u,525000,SA,Nelson,25/11/2017,7.5,3040,,,,,,,Moonee Valley City Council,,,Western Metropolitan,9264
Essendon,137A Bradshaw St,4,t,1731000,S,Barry,25/11/2017,7.5,3040,4,4,2,465,99,1970,Moonee Valley City Council,-37.7418,144.8949,Western Metropolitan,9264
Essendon,2/14 Bulla Rd,3,u,906500,S,Brad,25/11/2017,7.5,3040,,,,,,,Moonee Valley City Council,,,Western Metropolitan,9264
Essendon,15 Daisy St,4,h,1910000,S,Pagan,25/11/2017,7.5,3040,4,3,3,506,,,Moonee Valley City Council,-37.7552,144.9107,Western Metropolitan,9264
Essendon,10 Eric St,4,h,,SP,Barry,25/11/2017,7.5,3040,4,2,2,,,,Moonee Valley City Council,-37.7525,144.9291,Western Metropolitan,9264
Essendon,1/84 Market St,3,t,1450000,VB,Nelson,25/11/2017,7.5,3040,,,,,,,Moonee Valley City Council,,,Western Metropolitan,9264
Essendon,4/183 Napier St,2,u,500000,PI,Brad,25/11/2017,7.5,3040,,,,,,,Moonee Valley City Council,,,Western Metropolitan,9264
Essendon,82 Napier Cr,4,h,2000000,PI,McDonald,25/11/2017,7.5,3040,4,2,3,,,,Moonee Valley City Council,-37.7476,144.9241,Western Metropolitan,9264
Essendon,112 Primrose St,5,h,1890000,S,Walshe,25/11/2017,7.5,3040,5,3,2,,,,Moonee Valley City Council,-37.7545,144.9284,Western Metropolitan,9264
Essendon North,9/17 Bulla Rd,2,u,422000,SP,Barry,25/11/2017,8.2,3041,,,,,,,Moonee Valley City Council,,,Western Metropolitan,1308
Essendon North,4/44 Kerferd St,2,u,390000,VB,Brad,25/11/2017,8.2,3041,,,,,,,Moonee Valley City Council,,,Western Metropolitan,1308
Essendon North,1/13 McCulloch St,1,u,238000,S,Nelson,25/11/2017,8.2,3041,,,,,,,Moonee Valley City Council,,,Western Metropolitan,1308
Eynesbury,23 Marong Av,4,h,700000,SP,Purplebricks,25/11/2017,29.8,3338,4,2,3,,241,2016,Melton City Council,-37.7941,144.5504,Western Victoria,852
Fawkner,1 Hudson St,3,h,600000,PI,Jellis,25/11/2017,13.1,3060,3,1,2,589,97,1960,Hume City Council,-37.7017,144.9723,Northern Metropolitan,5070
Fawkner,124 Jukes Rd,3,h,971000,SP,Brad,25/11/2017,13.1,3060,3,1,1,589,,,Hume City Council,-37.7015,144.966,Northern Metropolitan,5070
Fawkner,10 Kathryn St,4,h,642000,S,Brad,25/11/2017,13.1,3060,4,2,1,685,121,1960,Hume City Council,-37.6907,144.9613,Northern Metropolitan,5070
Fawkner,15 Shirley St,2,h,812000,S,hockingstuart,25/11/2017,13.1,3060,2,1,1,742,,,Hume City Council,-37.7033,144.9622,Northern Metropolitan,5070
Ferntree Gully,7 Salina Ri,4,h,750000,PI,Schroeder,25/11/2017,24.8,3156,,,,,,,Knox City Council,,,Eastern Metropolitan,10788
Ferntree Gully,26 Winwood Dr,3,h,690000,S,iTRAK,25/11/2017,24.8,3156,3,2,2,,122,2009,Knox City Council,-37.8859,145.2899,Eastern Metropolitan,10788
Fitzroy,197 Victoria Pde,3,h,1300000,S,Nelson,25/11/2017,2.1,3065,3,2,2,,,,Yarra City Council,-37.8085,144.982,Northern Metropolitan,5825
Fitzroy North,40 Jamieson St,3,h,1450000,S,Collins,25/11/2017,3.6,3068,3,2,2,,,,Moreland City Council,-37.7908,144.9827,Northern Metropolitan,6244
Flemington,42 Marshall St,4,h,1520000,S,Nelson,25/11/2017,3.4,3031,4,2,,309,148,1910,Melbourne City Council,-37.7862,144.9255,Northern Metropolitan,3593
Flemington,5/155 Mt Alexander Rd,3,t,740000,VB,Nelson,25/11/2017,3.4,3031,,,,,,,Melbourne City Council,,,Northern Metropolitan,3593
Flemington,3/142 Shields St,1,u,300000,S,Nelson,25/11/2017,3.4,3031,,,,,,,Melbourne City Council,,,Northern Metropolitan,3593
Flemington,85 Shields St,2,h,905000,S,Nelson,25/11/2017,3.4,3031,2,1,0,,,,Melbourne City Council,-37.7844,144.9339,Northern Metropolitan,3593
Flemington,36 Wisewould St,3,h,1400000,VB,Nelson,25/11/2017,3.4,3031,3,1,1,604,,,Melbourne City Council,-37.7845,144.9188,Northern Metropolitan,3593
Footscray,16/204 Ballarat Rd,2,u,306000,S,Sweeney,25/11/2017,5.1,3011,,,,,,,Maribyrnong City Council,,,Western Metropolitan,7570
Footscray,230 Ballarat Rd,2,h,647000,S,Sweeney,25/11/2017,5.1,3011,2,1,3,231,,,Maribyrnong City Council,-37.7902,144.8875,Western Metropolitan,7570
Footscray,2/38 Geelong Rd,2,u,,S,Jas,25/11/2017,5.1,3011,,,,,,,Maribyrnong City Council,,,Western Metropolitan,7570
Footscray,10/155 Gordon St,2,u,,SN,McGrath,25/11/2017,5.1,3011,,,,,,,Maribyrnong City Council,,,Western Metropolitan,7570
Footscray,43 Railway Pl,3,h,935000,S,Jas,25/11/2017,5.1,3011,3,1,,,121,1910,Maribyrnong City Council,-37.7989,144.9063,Western Metropolitan,7570
Footscray,3 Rippon St,4,h,1560000,S,Village,25/11/2017,5.1,3011,4,2,2,,210,1970,Maribyrnong City Council,-37.7909,144.8969,Western Metropolitan,7570
Footscray,11/4 Saltriver Pl,3,u,660000,S,Barry,25/11/2017,5.1,3011,,,,,,,Maribyrnong City Council,,,Western Metropolitan,7570
Footscray,41 Stafford St,2,h,1005000,S,Jas,25/11/2017,5.1,3011,2,1,,191,112,1920,Maribyrnong City Council,-37.7948,144.884,Western Metropolitan,7570
Forest Hill,45 Barter Cr,3,h,,SN,Woodards,25/11/2017,15.4,3131,3,1,1,615,,,Whitehorse City Council,-37.8399,145.1668,Eastern Metropolitan,4385
